尼安德特人,ㄋ,Neanderthal,中,1-3,I2,7.3,3,60-120,3.74,https://boardgamegeek.com/boardgame/171662/neanderthal,烏嘎嘎,,,,策略,,,,紅色,,,,超燒腦,冰河時期三個人類物種爭奪生存的策略遊戲。指派男性狩獵巨型動物、女性教育子女習得認知能力，族群發展語言與文化後解鎖更強行動。每個物種有不同勝利條件，打法各異。,
搗蛋喵喵,ㄉ,Cat-Astrophe,中,1-3,K7,4.5,N/A,1-10,1,https://boardgamegeek.com/boardgame/346632/cat-astrophe,烏嘎嘎,,,,兒童,平衡,,,綠色,,,,輕鬆,《搗蛋喵喵》讓你化身無法無天的頑皮貓咪，翻垃圾桶、推杯子、抓沙發，還能把惡作劇牌偷偷塞到別人面前栽贓！全員同時翻牌那一刻才是真正高潮——原本胸有成竹的布局，可能被一張狡猾牌瞬間逆轉。人數越多越好玩，混沌與笑聲直線上升，適合聚會破冰或親子同樂，規則幾分鐘講完、馬上進入貓咪大亂鬥。,
亡命之徒,ㄨ,Hit Z Road,中,1-4,A4,6.9,4,30-60,1.91,https://boardgamegeek.com/boardgame/176083/hit-z-road,烏嘎嘎,,,,策略,輕策,,,黃色,,,,,《亡命之途》有著獨特的末日惡趣味：喪屍橫行的66號公路、廢棄校車、毒氣鬼城，美術走復古手作風，彷彿用瓶蓋和舊紙牌拼出來的荒誕世界。每輪競標都在賭——搶到好牌卻可能迎面撞上更兇的屍群，保留資源又怕對手把最棘手��事件推到你眼前。適合喜歡競標心理戰、享受資源拮据中互坑笑聲的玩家。,
砂之國度,ㄕ,Realm of Sand,中,1-4,A4,6.8,3,30-60,2.04,https://boardgamegeek.com/boardgame/256623/realm-sand,烏嘎嘎,,990,100,策略,輕策,,,綠色,v,https://youtu.be/QOd7S36cn2E?si=KAfqkovkhh3GZC52,勃根地桌遊,,《砂之國度》以奇幻沙漠為舞台，你化身皇家魔法師，透過收集符文板塊重建瀕臨崩解的神聖領域。核心樂趣像在解一道不斷升級難度的拼圖——每塊符文放下的位置同時決定下一步的可能性，而對手搶走你心儀的那塊時，整個布局就得重新算過。適合享受空間思考與寧靜解謎的玩家，單人模式同樣令人沉浸。,
貓與花毯,ㄇ,Calico,中,1-4,A4,7.7,2,30-45,2.2,https://boardgamegeek.com/boardgame/283155/calico,烏嘎嘎,,1550,200,抽象,幾何,板塊拼放,,綠色,v,https://www.youtube.com/watch?v=9GDS7MoKr8Q,XIAN在玩桌遊,,《貓與花毯》是一款溫暖療癒的拼布棉被遊戲，Beth Sobel 的柔和插畫讓每隻貓咪都有自己的個性與偏好。表面溫馨，內裡卻暗藏三條互相搶奪資源的得分路線——「三條路線根本不可能全部完成」的領悟往往在中盤猛然襲來。適合喜歡在美麗桌面中享受燒腦取捨的玩家，雙人對局節奏最佳，也是公認的頂尖單人解謎體驗。,
��子城,ㄕ,Dice City,英,1-4,B1,6.9,2,45-60,2.05,https://boardgamegeek.com/boardgame/179572/dice-city,烏嘎嘎,,1320,150,策略,輕策,工人擺放,卡牌combo,綠色,,,,,《骰子城》有著中古世紀的遷都敘事感，但最迷人的設計是「城市即骰子」——你的玩家版圖就是骰面，興建建築等於重塑骰子的命運。每次擲骰都是驚喜，每次蓋建築都是對未來的押注。三條路線（軍事、建築、貿易）各有風味，適合喜歡引擎建構與擲骰互動、卻不想被複雜規則壓垮的玩家。,
瘋王城堡：秘密擴充,ㄈ,Castles of Mad King Ludwig: Secrets,英,1-4,B1,7.4,N/A,45-90,2.73,https://boardgamegeek.com/boardgameexpansion/174296/castles-mad-king-ludwig-secrets,烏嘎嘎,,,,策略,中策,板塊拼放,競標,黃色,,,,,《瘋王城堡》擴充，新增30個房間板塊，其中藏有隱藏天鵝，可提供緊急資金或特殊能力，讓資源的流動更靈活。新增秘密任務機制，每位玩家持有一張隱藏目標卡，達成可大量得分，增加互相猜測與博弈的樂趣。,
城區,ㄔ,Subdivision,英,1-4,B2,6.6,N/A,45,2.35,https://boardgamegeek.com/boardgame/155173/subdivision,烏嘎嘎,,1750,200,策略,輕策,板塊拼放,,黃色,,,,,城市規劃主題遊戲，玩家各自負責一塊城區，填入住宅、商業、工業、市政與豪華地塊。道路、學校、���園等基礎設施互相加成，但配置不當也會扣分，整合最好的城區最終勝出。,
總督,ㄗ,Viceroy,中,1-4,,6.9,3,45-60,2.62,https://boardgamegeek.com/boardgame/157526/viceroy,烏嘎嘎,,,,策略,輕策,卡牌combo,競標,黃色,,,,,競標與資源管理遊戲，玩家用寶石競標人物與法律卡，排成金字塔型展示牌組。卡牌放越高層效果越強、競標代價也越高。軍事、魔法、威望各有加成路線，建出最強金字塔者勝出。,
瘋王城堡,ㄈ,Castles of Mad King Ludwig,英,1-4,B2,7.7,4,90,2.67,https://boardgamegeek.com/boardgame/155426/castles-mad-king-ludwig,烏嘎嘎,,,,策略,中策,板塊拼放,競標,黃色,,,,,板塊拼放遊戲，玩家輪流擔任主建築師，出售不同形狀的房間給其他人建城堡。購入的房間依相鄰關係和類型組合得分，地下室接廳房、廳房接豪華套房，空間規劃是決勝關鍵，越多花色連通越有利。,
雲霄年代,ㄩ,CloudAge,中,1-4,C2,7.8,3,60-100,2.81,https://boardgamegeek.com/boardgame/316858/cloudage,烏嘎嘎,,2000,200,策略,中策,牌庫構築,手牌管理,紅色,v,https://www.youtube.com/watch?v=qiuUPQk2gaE,XIAN在玩桌遊,超燒腦,《雲霄年代》架構了一個令人窒息的黑暗未來：神秘組織縱火燒毀全球油田，玩家乘坐飛空艇在廢土之上探索求生。獨特的牌套機制讓每��資源採集都帶有賭注氣息——你不知道那片地景下藏著什麼。戰役模式六章節逐步解鎖新規則，節奏從容到緊繃，適合想要輕盈敘事又不捨策略深度的玩家。,
泰山,ㄊ,Mountain Tai,中,1-4,C2,7.2,4,60-100,3,https://boardgamegeek.com/boardgame/303120/mount-tai,烏嘎嘎,,,,策略,中策,合約,,紅色,,,,超燒腦,泰山位於中國山東省，具深厚歷史文化意義。遊戲中玩家扮演國王的王子之一，治理泰山部分區域，努力贏得皇帝的讚賞。歷時兩年後，治理最繁榮的領地者獲勝。,
香港大停電,ㄒ,Blackout: Hong Kong,中,1-4,C2,7.5,3,75-150,3.48,https://boardgamegeek.com/boardgame/262215/blackout-hong-kong,烏嘎嘎,,,,策略,重策,,,紅色,v,,,超燒腦,1-4人資源管理遊戲。香港遭遇大規模停電，玩家在混亂中搜集資源、完成任務、重建社會秩序。手牌管理與區域控制的結合，加上隨機事件增添變數，考驗玩家在有限資訊下的應變能力。,
黑天使號,ㄏ,Black Angel,中,1-4,C2,7.3,3,60-120,3.85,https://boardgamegeek.com/boardgame/230244/black-angel,烏嘎嘎,,2990,300,策略,中策,,,紅色,,,,超燒腦,科幻合作遊戲，AI機器人共同駕駛星際飛船「黑天使號」。以卡牌加骰子決定行動，每輪抵禦掠奪者、與外星種族交涉並推進飛船前進，同時暗中比較各自的貢獻分數，飛船抵達目的地後得分最高的AI勝出。,
馬拉開波,ㄇ,Maracaibo,中,1-4,C2,8.2,3,30-120,3.89,https://boardgamegeek.com/boardgame/276025/maracaibo,烏嘎嘎,,2800,300,策略,重策,,,紅色,v,,,超燒腦,《馬拉開波》帶你回到十七世紀加勒比海的殖民角力場，私掠船、商人與總督的命運在同一張航海圖上交織。每次掌舵決定「移動幾步」都是一場牽一髮而動全身的取捨——走得遠引擎全開但可能錯過關鍵港口，走得少精準停靠卻犧牲效率。適合熱愛長線規劃、享受多路線得分的重策玩家，戰役模式更添敘事層次。,
倫敦商會,ㄌ,Guilds of London,中,1-4,C3,7,4,45-90,3.05,https://boardgamegeek.com/boardgame/134157/guilds-london,烏嘎嘎,,2280,250,策略,輕策,,,紅色,,,,超燒腦,中世紀倫敦同業公會主題競標遊戲。玩家競標市場、行會與城市卡，建立貿易網絡和商業優勢。所有玩家共用一個城市版圖，競標的時機與籌碼分配是關鍵，最終在倫敦擁有最高影響力與聲望者勝出。,
牛頓,ㄋ,Newton,中,1-4,C3,7.6,3,90,3.4,https://boardgamegeek.com/boardgame/244711/newton,烏嘎嘎,,,,策略,中策,,,紅色,,,,超燒腦,卡牌驅動的歐式發展遊戲，每輪出五張手牌執行行動，但每輪結束必須留一張在桌上永久固定。可選行動越來越少��但留下的牌讓固定行動越來越強。旅行歐洲、研究理論，六輪後積分最高者勝出。,
猛犬嗷嗷,ㄇ,Beware of the Dog,日,1-4,C5,5.1,N/A,15,1,https://boardgamegeek.com/boardgame/34938/beware-dog,烏嘎嘎,,990,100,兒童,體感,,,綠色,,,,輕鬆,汪汪叫比咬人更可怕！小心那隻狗，牠睡著了，別吵醒牠！玩家使用貓爪試圖偷走最多骨頭而不吵醒憤怒的狗狗。一款緊張刺激的技巧動作遊戲，孩子笑呵呵、爸媽嚇到尖叫。,
血腥旅社,ㄒ,The Bloody Inn,英,1-4,D1,7,4,30-60,2.39,https://boardgamegeek.com/boardgame/180593/bloody-inn,凱豐,,1090,150,策略,輕策,卡牌combo,,黃色,v,,,,"1831年的法國：在阿爾代什偏遠的一角，無數旅者經過貝赫貝依的一個小村莊。
一個貪婪的當地農民家庭決心要大賺一筆，他們為到達這一目的， 想出了一個喪盡天良的詭計：開一家客棧然後搶劫途徑入住的旅人，以此發家致富而且能不引起警察的懷疑！

不管他們的計劃會不會成功，有一點是可以確定的： 
没有人會活著出來……",
XCOM: The Board Game,X,XCOM: The Board Game,英,1-4,D1,7,4,60-120,2.9,https://boardgamegeek.com/boardgame/163602/xcom-board-game,巴仔,,2400,250,策略,,,,紅色,,,,超燒腦,合作桌遊結合免費數位App，App即時控制外星入侵的進程與突發事件，���家在限時壓力下分工指揮截擊機、士兵與研究，再將結果輸入App讓局面持續演化。高度緊張的即時合作體驗。,
花舍物語,ㄏ,Cottage Garden,英,1-4,D2,7.1,3,45-60,1.85,https://boardgamegeek.com/boardgame/204027/cottage-garden,烏嘎嘎,,1490,150,策略,抽象,板塊拼放,,綠色,,,,,《花舍物語》將你帶進英式鄉村庭園的悠閒午後，矮籬與石徑圍出一方方花圃，蜷睡的貓咪與靜謐池塘營造出溫暖療癒的氛圍。表面是輕盈的板塊拼放，實際卻藏著「現在收成還是再等一張大塊」的持續拉扯。適合喜歡安靜思考、享受拼圖解謎與視覺滿足的家庭玩家，也是睡前舒壓的絕佳選擇。,
暖秋物語,ㄋ,Indian Summer,中,1-4,D2,6.9,3,15-60,2.28,https://boardgamegeek.com/boardgame/233678/indian-summer,烏嘎嘎,,,,策略,抽象,板塊拼放,,黃色,v,,,,拼圖板塊遊戲，將帶有縷空孔的葉片板塊覆蓋在個人森林地板上，縷空處對準寶藏即可採集漿果、堅果等道具換取額外行動。搶先完整覆蓋森林地板者勝出，是Rosenberg拼圖三部曲的第二作。,
玻璃之路,ㄅ,Glass Road,英,1-4,D2,7.5,2,20-80,2.97,https://boardgamegeek.com/boardgame/143693/glass-road,烏嘎嘎,,2180,250,策略,中策,手牌管理,,黃色,v,,,,農場小品策略遊戲，重點在選牌博弈。每輪從15張專家牌選5��，若你出的專家無人跟牌可用兩項能力，有人跟牌則只能用一項。讀懂對手選牌意圖、精準出牌，靈活管理玻璃與磚塊資源才能勝出。,
哈勒陶農場,ㄏ,Hallertau,中,1-4,D2,8.1,2,50-140,3.31,https://boardgamegeek.com/boardgame/300322/hallertau,烏嘎嘎,,3450,350,策略,重策,工人擺放,,紅色,v,,,超燒腦,Uwe Rosenberg農場工人放置遊戲。行動格可重複使用但越晚越貴，農田需要輪作保持肥力，羊群時間一到自然老死。手牌可在任意時機打出，時機與組合搭配能帶來強大連鎖效果，策略深度高。,
奧丁的盛宴,ㄠ,A Feast for Odin,中,1-4,D2,8.2,N/A,30-120,3.88,https://boardgamegeek.com/boardgame/177736/feast-odin,烏嘎嘎,,3490,350,策略,重策,工人擺放,板塊拼放,紅色,v,https://www.youtube.com/watch?v=OAFP841ddXM,XIAN在玩桌遊,超燒腦,《奧丁的盛宴》是 Uwe Rosenberg 設計生涯最宏大的作品，以維京時代的四季生存全景為舞台。標誌性的拼板式資源管理讓每一塊毛皮、肉乾、銀幣都是形狀各異的實體板塊，你得在個人版圖上玩一場俄羅斯方塊。六十多個行動格位對應著狩獵、紡織、造船、殖民——想做的事永遠比能做的多，正是這種緊繃感讓人反覆回桌。,
奧丁的盛宴：挪威傳奇擴充,ㄠ,A Feast for Odin: The Norwegians,中,1-4,D2,9,2,30-120,4.04,https://boardgamegeek.com/boardgame/216788/feast-odin-norwegians,烏嘎嘎,,1650,200,策略,重策,工人擺放,板塊拼放,紅色,v,,,超燒腦,《奧丁的盛宴：挪威傳奇擴充》將維京版圖向西延伸至愛爾蘭海域，以三段式雙面行動版圖取代原版單一版圖，重塑整局遊戲的決策節奏。新增的第五行動列讓剩餘工人更有去處，動物路線也獲得真正可行的強度。被許多玩家視為讓原作從優秀走向偉大的關鍵擴充。需搭配主遊戲。,
富途共樂,ㄈ,Futuropia,中,1-4,D3,6.4,3,90,2.63,https://boardgamegeek.com/boardgame/258389/futuropia,烏嘎嘎,,1690,200,策略,中策,算術,,紅色,v,https://www.youtube.com/watch?v=D0CZ-lLIRz8,新天鵝堡桌遊,超燒腦,在未來烏托邦社會中開發自給自足的家園，生產足夠食物和電力讓居民享有最大自由。建造最佳社區者獲勝。沒有運氣成份的經濟遊戲，提供多種變體確保每局全新體驗。,
太極,ㄊ,Yin Yang,中,1-4,D3,7.4,N/A,45-75,2.75,https://boardgamegeek.com/boardgame/280575/yin-yang,烏嘎嘎,,390,50,策略,中策,台灣國產,區域控制,黃色,v,https://youtu.be/6Sv6vYnKrz0?si=8tjPIHHwfLC_pAhP,逸馬的桌遊小教室,,戰國時代道士旅行主題遊戲，玩家在古中國地圖上移動，蒐集各城市特產解鎖命運牌，同時在城市間建廟積累香火���數。移動路線規劃、資源蒐集與廟宇布局三線並行，陰陽哲學的對立概念也融入了機制設計中。,
遠征紐戴爾,ㄩ,Expedition to Newdale,英,1-4,D3,7.5,3-4,90,3,https://boardgamegeek.com/boardgame/272682/expedition-newdale,烏嘎嘎,,1750,200,策略,中策,,,紅色,v,,,超燒腦,《遠征紐戴爾》承接 Longsdale 王國的敘事傳奇，以多章節戰役串聯超過12小時的旅程。每輪核心抉擇是「賭還是不賭」——穩健派遣工人確保基礎生產，還是押注高風險的全力生產等待市場事件翻盤？適合喜歡在卡牌遊戲中體驗劇情沉浸與資源張力的玩家，單人模式尤其緊湊。,
埃馬拉之冠,ㄞ,Crown of Emara,英,1-4,D3,7.4,3,45-75,3.1,https://boardgamegeek.com/boardgame/256570/crown-emara,烏嘎嘎,,2250,250,策略,中策,,,黃色,,https://www.youtube.com/watch?v=YK6YJQk2Djs,烏嘎嘎桌遊,,《埃馬拉之冠》以中世紀小國的王位繼承為舞台，核心是雙迴圈路線——兩位顧問分別在城鎮與田野間行進，手牌同時決定移動距離與行動效果。最令人津津樂道的是「取低分」規則：建築軌與市民軌最終取較低者決勝，從根本上消除偏科投機。適合喜歡在一小時內體驗高密度策略的雙人對戰玩家。,
強國爭壩,ㄑ,Barrage,中,1-4,D3,8.2,4,60-120,4.06,https://boardgamegeek.com/boardgame/251247/barrage,烏嘎嘎,,2990,300,策略,重策,,,紅色,,,,超燒腦,《強國爭壩》是硬派策略的殿堂級作品，以反烏托邦1930年代為舞台，各國財團湧入阿爾卑斯山爭奪水力資源。「建築輪」系統讓每一步都在為兩三輪後的自己預先規劃——現在消耗的資源要等輪盤轉滿一圈才回收。上游截水、搶佔壩點、封鎖下游對手，高互害設計讓每一局都充滿窒息感與滿足感並存的獨特體驗。,
強國爭壩：利格沃特計劃擴充,ㄑ,Barrage: The Leeghwater Project,中,1-4,D3,8.3,4,60-120,4.11,https://boardgamegeek.com/boardgame/263711/barrage-leeghwater-project,烏嘎嘎,,1490,150,策略,重策,,,紅色,,,,超燒腦,《強國爭壩》擴充，新增荷蘭派系與三大機制：需消耗機具才能解鎖的「外部工程」強力板塊、各具獨特效果的「個人建築」五張板塊，以及兩位新行政主管和三張新高科技板塊。,
蓋亞計畫,ㄍ,Gaia Project,中,1-4,D3,8.7,3-4,60-150,4.3,https://boardgamegeek.com/boardgame/220308/gaia-project/videos/all,烏嘎嘎,,3200,350,策略,重策,地圖擴張,,紅色,,"https://www.youtube.com/watch?v=wz_XkpkUs8U
https://www.youtube.com/watch?v=dqkPn3mHuDo",烏嘎嘎桌遊,超燒腦,《蓋亞計劃》是策略桌遊的里程碑之作，十四個高度非對稱的外星種族在模組化星圖上競逐星際���主。六條科技軌讓每條路線都有截然不同的引擎節奏，而五個遊戲輪從從容布局到終局爆發的壓力曲線堪稱完美。適合願意長期鑽研、享受「每一局都像在下一盤全新立體象棋」的重度策略玩家。,
方塊方程式,ㄈ,BITS,英,1-4,D5,6.5,2-4,30-45,1.46,https://boardgamegeek.com/boardgame/89668/bits,烏嘎嘎,,,,抽象,幾何,,,綠色,,,,,所有玩家同步進行的放磚遊戲，每輪亮出指定彩色磚塊，各自從頂端投入讓磚塊自然滑落定位。每輪公開任務牌要求特定形狀或顏色區塊，達成得分、未達成扣分。共三輪結算，得分最高者勝出。,
烏邦果：三角挑戰,ㄨ,Ubongo Trigo,英,1-4,D5,6.4,3-4,20,1.5,https://boardgamegeek.com/boardgame/118553/ubongo-trigo,烏嘎嘎,,490,50,抽象,板塊拼放,拼圖,,綠色,v,,,,烏邦果系列全新挑戰！這次輪到三角形登場。每位玩家有七塊獨特三角形組合的拼圖，每回合翻開題目板，僅顯示輪廓，玩家需判斷用哪四塊拼出圖形。率先完成者從20開始倒數，時間到仍未完成者交出題目卡作為對手分數，八回合後分數最高者獲勝。,
烏邦果,ㄨ,Ubongo,中,1-4,D5,6.7,4,25,1.55,https://boardgamegeek.com/boardgame/16986/ubongo,烏嘎嘎,,1490,150,抽象,板塊拼放,拼圖,,綠色,v,https://youtu.be/21S4thQcyD4?si=XCLlSimPto-_m_1_,勃根地桌遊,,節奏明快的幾何拼放遊戲！每位玩家拿12片幾何板塊，擲骰決定用哪些板塊填滿拼圖板。時限內完成大喊「烏邦果」並拿取寶石，九回合後寶石價值最高者獲勝。獲獎無數的經典。,
烏邦果：極限挑戰,ㄨ,Ubongo Extrem: Mitbringspiel,英,1-4,D5,6.1,4,15-30,1.64,https://boardgamegeek.com/boardgame/41291/ubongo-extrem-mitbringspiel,烏嘎嘎,,490,50,抽象,板塊拼放,拼圖,,綠色,v,,,,烏邦果：極限挑戰攜帶版，玩家競速解開空間拼圖，用六角形方塊填滿空格。遊戲提供兩種難度，新手可與老手同場競技。卡片一面需三塊拼圖、另一面需四塊拼圖來完成。,
智謀棋,ㄓ,Ingenious,中,1-4,D5,7.2,2,45,1.93,https://boardgamegeek.com/boardgame/9674/ingenious,烏嘎嘎,,1150,150,抽象,牌類,,,綠色,v,,,,由知名遊戲設計師Reiner Knizia所設計，【足智多謀】是一套適合全家同樂的遊戲，這套遊戲設計平衡，可供2、3或4人進行遊戲，甚至可以一個人自己獨樂。,
國民經濟,ㄍ,National Economy,中,1-4,E1,7,4,30-45,2.5,https://boardgamegeek.com/boardgame/219122/national-economy,烏嘎嘎,,760,100,策略,中策,工人擺放,,綠色,v,,,,人口是力量還是負擔？這款工人放置遊戲模擬經濟運作。每回合玩家放置工人開採、建設、教育，結束時需支付薪水。資金��足得變賣資產。特色在於資金有限，市場可提領的金額受限，只有玩家變賣資產時資金池才會增加。最終以資產總值計分，玩家須在人口與經濟間取得平衡。,
